000000;--------常用物品1------
1;金币
2;元宝
3;公会贡献
4;修为
7;商城积分
8;功勋
9;声望
10;真气
17530001;跨服荣耀令
16010392;14转觉醒礼包
15030002;主宰晶石
11020001;灵魄
11010001;强化石
16010041;十阶功勋宝箱
12120001;宝石碎片
12130001;觉醒符石
13010001;高级转生丹
13010002;超级转生丹
13020001;羽毛
13030001;羽翼直升丹
13040001;经脉丹
13050001;经脉直升丹
13060001;光环升阶丹
13060002;光环碎片
13070001;光环直升丹
13080001;玩家改名卡
13080002;公会改名卡
13090001;初级召唤令
13090002;中级召唤令
13090003;高级召唤令
13130001;蓝色魔宠丹
13130002;紫色魔宠丹
13130003;橙色魔宠丹
13130004;红色魔宠丹
13140001;魔宠升阶石
15090010;蓝星
15090011;紫星
15090012;橙星
15090017;红星
000000;--------常用物品2------
15030001;主宰碎片
15040001;龙魂碎片
15050001;护盾碎片
15060001;麻痹碎片
15070001;护身碎片
15080001;百战碎片
15090001;金鲤化龙
15090002;珈蓝剑鞘
15090003;不破金身
15090004;裂魂魔爪
15090005;天火大剑
15090006;炼狱战斧
15090007;冥皇战刀
15090008;琉璃神剑
15090009;圣火流刃
15090013;陨落大盾
15090014;骑英鞍座
15090015;风魔幻甲
15090016;蚩尤面具
15090018;深海之心
15090019;幽暗长剑
15090020;灭世灾厄
15090021;刑天巨斧
000000;--------角色时装------
15110001;君王之威
15110002;黯月龙神
15110003;激情夏日
15110004;青春如歌
15110005;战无不胜
15110006;情定三生
15110007;炽热红莲
15110008;霸战天下
15110009;时代卫士
15110010;金粉世界
15110011;鬼魅铠甲
15110012;百鬼夜行
15110013;百鬼暗行
15110014;正义海军
15110015;加勒比海盗
15110016;甜心护士
15110017;千古风流
15110018;月宫守护者
15110019;万圣惊魂
15110020;绯色深红
15110021;凛冬将至
15110022;贵族运动
15110023;古国新星
15110024;纸醉金迷
15110025;北国之风
15110026;圣诞祝福
15110027;恩赐之红
15110028;杀戮之神
15110029;龙葵披风
15110030;燕影奇尘
15110031;鲜血之主
15110034;英雄美人甲
15110035;皇帝新衣
15110036;流星战铠
15110037;紫凰狐缎
15110038;金狗送福
15110039;黑色玫瑰
15110040;旺霸之衣
15110041;破冰迎春
15110042;完美邂逅
15110043;黄金战神
15110044;大吉大利
15110045;凤凰于飞
15110046;凤凰齐飞
15110047;凤鸣九天
15110048;金戈铁马
15110049;火龙战袍
15110050;凤凰重生
000000;--------武器时装------
15120001;黑之约束
15120002;天霸神刀
15120003;缘结一世
15120004;七彩棒冰
15120005;星煌神杖
15120006;怒焰争锋
15120007;冰清玉洁
15120008;爆竹声声
15120009;广寒宫灯
15120010;扬我国威
15120011;圣诞雪松
15120012;甜蜜惊悚
15120013;斩天神剑
15120014;暗夜屠戮
15120015;羽羽斩丸
15120016;黄金制裁
15120017;邪恶三叉戟
15120018;爱情病毒
15120019;三国无双
15120020;夺命镰刀
15120021;诛戮
15120022;傲雪
15120023;羽羽斩·樱
15120024;一杆入洞
15120025;赤胆忠心
15120026;圣光裁决
15120027;雪地之花
15120028;炎龙霸主
15110032;恐惧魔王
15105033;黄金剑
15120029;月夜流光
15120030;灭神狐辉
15120031;金色爆竹
15120032;火热的爱
15120033;旺霸之剑
15120034;海岸烟花
15120035;冥火法杖
15120036;封魔之刃
15120037;今晚吃鸡
15120040;深渊领主
15120041;凤翎云霄
15120042;一针入魂
15120043;神光金锅
15120044;凤凌破天
15120045;魏武青虹
15120046;天灭寒星
15120047;万绝神杖
16020001;玛法传说
16020002;快乐小土豪
16020003;[称]老司机
16020004;[称]带着你
16020005;[称]飞上天
16020006;[称]我只想
16020007;[称]安静地
16020008;[称]升龙魂
16020009;[称]有钱
16020010;[称]任性
16020011;[称]买宝石
16020012;[称]别说话
16020013;[称]冲冲冲
16020014;[称]没毛病
16020015;[称]你看我
16020016;[称]脚底下
16020017;[称]会发光
16020018;[称]就问
16020019;[称]你怕
16020020;[称]不怕
16020021;[称]小目标
16020022;[称]先来个
16020023;[称]一百级
16020024;[称]哦呼
16020025;[称]厉害了
16020026;[称]我的战力
16020027;沙城霸主
16020028;沙城精英
16020029;终生贵族
16020030;[称]翼飞冲天
16020031;[称]御龙化魂
16020032;[称]流光溢彩
16020033;[称]屠龙至尊
16020034;[称]壕气逼人
16020035;[称]灵威天成
16020036;[称]一骑当先
16020037;[称]傲视群雄
16020038;[称]法师之首
16020039;[称]战士之巅
16020040;[称]道士之尊
16020041;[称]砸蛋666
16020042;[称]蛋碎之王
16020043;[称]关注达人
16020044;[称]雄壮军魂
16020045;[称]铁骨铮铮
16020046;[称]戎马岁月
16020047;[称]轮回有礼
16020048;[称]分享达人
16020049;[称]寻找三叉戟
16020050;[称]加勒比海盗
16020051;[称]黑珍珠船长
16020052;[称]恐怖大师
16020053;[称]烈焰战神
16020054;[称]雷霆法王
16020055;[称]神威道尊
16020056;[称]黄金单身
16020057;[称]大男神
16020058;[称]小仙女
16020059;[称]龙城霸主
17510002;寻宝令牌
17520001;低层钥匙
17520002;中层钥匙
17520003;高层钥匙
17520004;精英boss令牌
17520005;装备通行证
17540001;燃
17540002;情
17540003;狂
17540004;欢
17540005;感
17540006;恩
17540007;回
17540008;馈
17550001;探秘积分
18010001;冰块
